loan_loan_id,account_id,loan_date,loan_amount,loan_duration,loan_payments,loan_status,district_id,acc_frequency,day_before_loan,sum_monthly_payment_amount_notnorm,sum_monthly_payment_amount_in_notnorm,sum_monthly_payment_amount_out_notnorm,sum_monthly_payment_out_household_notnorm,sum_monthly_payment_out_insurrance_notnorm,sum_monthly_payment_in_interest_credited_notnorm,sum_monthly_payment_out_payment_for_statement_notnorm,sum_monthly_payment_out_sanction_interest_neg_bal_notnorm,count_out_sanction_interest_neg_bal_notnorm,count_monthly_payment_trans_notnorm,current_monthly_payment_amount_out,current_monthly_payment_out_household,current_monthly_payment_out_insurrance,current_monthly_payment_out_payment_for_statement,current_monthly_payment_in_interest_credited,sum_other_amount_notnorm,count_other_trans_notnorm,sum_other_amount_in_notnorm,sum_other_amount_out_notnorm,balance_latest,client_gender,client_age,all_client_mean_age,all_client_count,card_type_classic,card_type_gold,card_type_junior,num_inhabitants,urban_rate,avg_salary,num_enterpreneurs_per1000inhabitants,unemploy_rate,number_crimes
6613,7926,22/9/1996,84120,24,3505,A,69,weekly,105,280613,172283,108330,0,0,622,30,0,0,19,48830,0,0,30,294,279961,15,171661,108300,45529,F,49,49,1,0,0,0,42821,0.484,8173,124,7.01,1358
6621,7957,14/6/1997,42900,12,3575,A,51,monthly,646,1995627,1046384,949243,110952,0,3582,270,0,0,175,59634,6164,0,15,255,1880823,118,1042802,838021,97149,M,35,37,2,1,0,0,121947,0.705,8541,131,2.735,3667.5
6624,7965,30/9/1994,71460,12,5955,A,55,monthly,326,448639,262679,185960,29072,0,1667,60,0,0,43,27211,7268,0,15,160,417840,27,261012,156828,76721,M,54,55,2,0,0,0,157042,0.339,8743,111,2.115,3776.5
6625,7966,7/9/1997,473280,60,7888,D,54,monthly,254,394015,209954,184061,0,0,2123,75,0,0,43,41501,0,0,15,326,391817,24,207831,183986,25909,F,32,32,1,0,0,0,387570,1,9897,140,1.78,18708.5
6632,7990,23/4/1998,144960,48,3020,C,9,monthly,601,1979449,1004344,975105,121686,0,4970,255,0,0,146,33314,7158,0,15,218,1852538,93,999374,853164,29245,F,32,32,1,0,0,0,81344,0.553,8899,149,3.635,2737
6633,7997,5/2/1998,160656,24,6694,C,10,monthly,651,1774537,935086,839451,0,0,4021,285,0,0,146,67115,0,0,15,127,1770231,106,931065,839166,95643,F,29,29,1,0,0,0,92084,0.467,10124,141,0.52,4063
6641,8026,9/9/1997,128268,36,3563,C,36,monthly,170,218154,133239,84915,0,0,753,15,0,0,18,27315,0,0,15,212,217386,12,132486,84900,48338,M,57,57,1,1,0,0,159617,0.852,9198,131,3.79,5964
6642,8027,5/6/1994,77640,12,6470,A,44,weekly,333,795348,413087,382261,0,0,2698,180,0,0,60,48011,0,0,30,276,792470,44,410389,382081,30826,M,32,32,1,0,0,0,105606,0.53,8254,97,3.23,2245.5
6643,8038,18/1/1998,35856,24,1494,C,47,monthly,519,754408,415868,338540,62580,0,3572,180,0,0,95,22130,5215,0,15,293,688076,55,412296,275780,77334,F,32,32,1,1,0,0,162580,0.728,9538,111,1.655,5744.5
6644,8039,20/10/1996,93600,24,3900,A,9,monthly,308,432104,229169,202935,5370,16155,1996,60,0,0,55,9130,1074,3231,15,83,408523,31,227173,181350,26236,M,27,27,1,1,0,0,81344,0.553,8899,149,3.635,2737
6645,8041,6/11/1994,140400,36,3900,A,1,monthly,392,494622,261447,233175,0,0,2766,75,0,0,45,19515,0,0,15,180,491781,27,258681,233100,28272,M,58,58,1,1,0,0,1204953,1,12541,167,0.315,92392
6647,8051,1/6/1994,208320,48,4340,A,1,weekly,479,801927,423055,378872,0,0,2815,330,0,0,85,38799,0,0,30,242,798782,59,420240,378542,44213,F,31,35,2,0,0,0,1204953,1,12541,167,0.315,92392
6650,8073,17/2/1994,49320,12,4110,B,24,after_transaction,167,516869,266271,250598,3475,0,964,500,0,0,49,23762,695,0,100,177,511930,34,265307,246623,15674,F,54,54,1,0,0,0,122603,0.8,8991,128,1.655,5235.5
6655,8085,17/10/1997,260400,60,4340,D,73,monthly,557,1250444,635748,614696,14656,0,2467,225,0,0,127,22096,916,0,15,93,1233096,78,633281,599815,21055,F,49,49,1,0,0,0,182027,0.564,8746,90,3.52,4394
6659,8092,20/2/1996,56100,60,935,C,54,monthly,405,262253,138829,123424,55944,0,993,120,0,0,68,7331,6216,0,15,65,205196,39,137836,67360,15407,M,41,41,1,0,0,0,387570,1,9897,140,1.78,18708.5
6660,8094,9/5/1997,220428,36,6123,C,67,monthly,166,460848,254668,206180,5665,0,1024,15,0,0,20,35380,5665,0,15,232,454144,13,253644,200500,48503,M,37,37,1,0,0,0,106054,0.631,8110,109,6.125,3161.5
6665,8114,15/8/1997,99300,60,1655,C,59,monthly,671,876015,454104,421911,107244,0,2996,255,0,0,144,15287,5958,0,15,121,765520,88,451108,314412,32199,F,26,26,1,0,0,0,108871,0.621,8444,106,3.335,2450
6667,8127,15/7/1996,155880,24,6495,A,37,monthly,641,1737686,891122,846564,132880,0,4305,240,0,0,142,23820,8305,0,15,291,1600261,92,886817,713444,44565,F,31,31,2,1,0,0,114006,0.623,9065,123,4.895,4156.5
6668,8129,30/7/1994,74736,36,2076,A,45,monthly,399,548866,291054,257812,49472,0,1786,120,0,0,67,18299,6184,0,15,158,497488,39,289268,208220,33244,M,34,34,1,1,0,0,77917,0.535,8390,132,2.545,2101
6675,8158,1/11/1997,238716,36,6631,C,48,weekly,503,1289747,686393,603354,104918,0,4265,360,0,0,106,36616,9538,0,30,316,1180204,67,682128,498076,83069,M,35,35,1,0,0,0,78955,0.59,9060,124,2.07,1686
6676,8159,13/6/1995,29784,24,1241,A,26,monthly,125,83320,60620,22700,0,0,297,0,0,0,12,11300,0,0,0,129,83023,9,60323,22700,37920,F,30,28,2,0,0,0,170449,1,10787,131,2.845,6151
6677,8169,12/8/1997,97980,60,1633,C,29,monthly,623,502411,259223,243188,34368,0,2059,240,0,0,137,10038,2148,0,15,90,465744,85,257164,208580,16039,F,19,19,1,0,0,0,45714,0.556,8843,113,3.2,853
6678,8173,20/5/1994,80340,12,6695,A,11,monthly,319,804151,446746,357405,0,0,2626,75,0,0,52,32715,0,0,15,342,801450,38,444120,357330,89343,F,23,22,2,0,0,1,75637,0.365,9622,154,0.495,3502
6682,8225,30/3/1998,36204,12,3017,D,50,monthly,478,648650,325740,322910,0,0,6139,165,25,3,115,29641,0,0,15,81,642321,56,319601,322720,2831,M,61,61,1,0,0,0,102609,0.52,8187,94,5.125,2128.5
6686,8260,25/8/1994,224604,36,6239,A,31,monthly,519,1352023,696154,655869,0,0,3408,180,0,0,93,35019,0,0,15,162,1348435,65,692746,655689,40287,M,23,21.5,2,0,0,1,51313,0.592,8930,108,3.85,1390
6687,8261,13/9/1993,87840,24,3660,A,13,monthly,124,161447,102647,58800,0,0,1232,0,0,0,17,22000,0,0,0,419,160215,9,101415,58800,43848,F,19,16.5,2,0,0,0,53921,0.413,8598,123,2.98,1736
6688,8268,26/9/1997,8616,24,359,C,59,monthly,372,314437,171809,142628,13993,0,1895,105,0,0,79,11984,1999,0,15,188,298444,43,169914,128530,29184,M,24,24,1,0,0,0,108871,0.621,8444,106,3.335,2450
6694,8316,19/3/1995,134784,24,5616,A,70,monthly,288,513134,264676,248458,0,0,2899,90,0,0,55,10715,0,0,15,166,510145,32,261777,248368,16219,F,59,59,1,0,0,0,285387,0.899,10177,81,7.175,9993
6695,8320,4/6/1997,309660,60,5161,C,51,monthly,136,206609,125709,80900,0,0,741,0,0,0,17,26400,0,0,0,246,205868,9,124968,80900,44808,F,41,42,2,0,0,0,121947,0.705,8541,131,2.735,3667.5
6696,8321,9/5/1994,89040,60,1484,C,77,monthly,392,299389,164346,135043,56328,0,2978,135,0,0,87,8956,7041,0,15,214,239948,44,161368,78580,29306,F,29,26,2,0,0,0,148545,0.535,8909,113,4.78,3525
6698,8327,10/3/1996,247728,48,5161,C,1,weekly,215,605604,329078,276526,12312,0,2555,90,0,0,50,79512,4104,0,30,485,590647,32,326523,264124,52552,M,20,20,1,0,0,1,1204953,1,12541,167,0.315,92392
6699,8330,30/3/1994,7656,24,319,A,48,monthly,367,521368,278859,242509,29664,0,3325,105,0,0,81,25943,3708,0,15,337,488274,44,275534,212740,36353,F,37,38.5,2,0,0,0,78955,0.59,9060,124,2.07,1686
6704,8377,1/6/1995,417060,60,6951,C,29,monthly,558,783217,432097,351120,4688,0,3578,60,0,0,74,97005,1172,0,15,659,774891,47,428519,346372,80621,F,38,39.5,2,0,0,0,45714,0.556,8843,113,3.2,853
6705,8381,25/7/1997,333648,48,6951,D,14,monthly,311,1231176,665494,565682,5180,0,3721,105,0,0,97,64373,740,0,15,496,1222170,65,661773,560397,99816,F,23,23,1,0,0,0,177686,0.748,10045,135,1.555,6449.5
6712,8405,14/10/1995,266220,60,4437,C,20,monthly,522,803710,420933,382777,5330,43472,3885,180,0,0,144,29764,410,3344,15,321,750843,74,417048,333795,38160,F,34,34,1,0,0,0,70646,0.584,8547,120,3.12,1552.5
6715,8411,6/5/1996,220620,60,3677,C,20,monthly,521,810381,418405,391976,69744,0,5321,195,0,0,128,25934,5812,0,15,219,735121,69,413084,322037,26333,F,56,56,1,0,0,0,70646,0.584,8547,120,3.12,1552.5
6721,8475,21/1/1994,21072,24,878,A,4,monthly,135,47468,39168,8300,0,0,454,0,0,0,15,2600,0,0,0,194,47014,9,38714,8300,30867,F,35,35,1,0,0,0,149893,0.674,9753,109,4.825,5568
6725,8489,23/6/1995,265320,36,7370,A,19,monthly,643,789199,412244,376955,65195,0,4906,240,0,0,148,18350,3835,0,15,219,718858,75,407338,311520,35290,F,51,50,2,0,0,0,51428,0.527,8402,120,3.54,1049
6726,8492,3/9/1995,85860,60,1431,C,2,monthly,431,324237,181800,142437,39627,0,2870,150,0,0,96,9118,4403,0,15,317,281590,49,178930,102660,39220,F,44,44,1,1,0,0,88884,0.467,8507,132,1.725,2416.5
6727,8505,10/12/1997,42840,12,3570,A,70,monthly,265,264087,160927,103160,0,0,1807,60,0,0,45,16495,0,0,15,256,262220,25,159120,103100,57767,M,62,62,1,0,0,0,285387,0.899,10177,81,7.175,9993
6729,8519,11/8/1994,74688,12,6224,A,23,monthly,496,1293776,661354,632422,164532,0,6699,180,0,0,112,45426,13711,0,15,443,1122365,56,654655,467710,28933,F,54,51.5,2,0,0,0,87419,0.855,8624,102,2.18,3038.5
6730,8523,15/2/1998,93036,12,7753,C,54,monthly,447,1497101,777285,719816,0,0,4905,150,0,0,104,71015,0,0,15,442,1492046,66,772380,719666,57468,F,19,19,1,0,0,0,387570,1,9897,140,1.78,18708.5
6732,8533,19/9/1996,174048,48,3626,C,47,monthly,345,931719,492929,438790,0,0,4227,90,0,0,69,36515,0,0,15,477,927402,47,488702,438700,54140,F,47,47,1,1,0,0,162580,0.728,9538,111,1.655,5744.5
6734,8547,30/5/1996,173016,36,4806,C,14,weekly,318,1270864,679598,591266,0,0,3732,240,0,0,94,99930,0,0,30,543,1266892,68,675866,591026,88332,F,54,54,1,1,0,0,177686,0.748,10045,135,1.555,6449.5
6736,8558,14/6/1994,288360,60,4806,C,1,after_transaction,107,85851,64651,21200,0,0,177,0,0,0,10,15200,0,0,0,155,85674,6,64474,21200,43313,M,64,64,1,0,0,0,1204953,1,12541,167,0.315,92392
6737,8564,11/3/1995,76680,24,3195,A,68,monthly,545,1412492,719841,692651,93210,0,8413,195,0,0,143,49127,7170,0,15,409,1310674,83,711428,599246,27191,M,50,47.5,2,0,0,0,228848,0.572,9893,96,4.36,5755
6738,8566,29/9/1994,230220,36,6395,B,74,monthly,356,589488,297904,291584,4995,0,1765,150,60,3,82,9464,555,0,15,56,582518,39,296139,286379,6326,F,57,57,1,0,0,0,323870,1,10673,100,5.07,18564.5
6745,8625,10/4/1995,47304,24,1971,A,64,monthly,516,2315937,1189195,1126742,114114,0,7476,225,0,0,167,161566,8151,0,15,532,2194122,104,1181719,1012403,62458,M,28,28,1,1,0,0,197099,0.747,9624,145,1.955,4374.5
6746,8639,6/6/1998,185640,60,3094,C,46,monthly,288,339794,180681,159113,0,0,1595,75,0,0,55,24105,0,0,15,166,338124,32,179086,159038,21582,F,37,37,1,0,0,0,112709,0.735,8369,117,2.005,2736
6748,8645,8/12/1998,240900,60,4015,C,60,monthly,533,605656,312734,292922,115947,0,3011,195,0,0,120,15234,8919,0,15,212,486503,60,309723,176780,19814,F,50,50,1,0,0,0,110643,0.519,8441,115,3.94,2065.5
6751,8680,14/7/1996,85716,36,2381,C,17,monthly,153,136916,86716,50200,0,0,738,0,0,0,19,15900,0,0,0,247,136178,11,85978,50200,36517,M,61,58.5,2,0,0,0,74062,0.614,8114,119,2.46,1092
6753,8688,20/3/1997,67980,12,5665,A,66,monthly,118,104706,80206,24500,0,0,444,0,0,0,14,16800,0,0,0,200,104262,8,79762,24500,55706,F,53,53,1,0,0,0,125832,0.483,8512,102,3.81,2175
6755,8713,24/7/1998,170700,60,2845,C,53,monthly,432,547920,287645,260275,0,0,2560,135,0,0,91,22911,0,0,15,221,545225,56,285085,260140,27373,M,28,28,1,0,0,0,107911,0.509,8240,99,3.03,1876.5
6758,8742,29/7/1997,33144,12,2762,A,70,monthly,182,180656,106174,74482,68,6089,658,15,0,0,32,8707,68,6089,15,239,173826,19,105516,68310,31693,F,19,21,2,0,0,0,285387,0.899,10177,81,7.175,9993
6763,8772,19/6/1997,88272,48,1839,C,1,monthly,399,327547,167314,160233,66213,0,1392,120,0,0,77,15972,7357,0,15,61,259822,36,165922,93900,7083,F,20,20,1,0,0,0,1204953,1,12541,167,0.315,92392
6764,8776,26/8/1995,33984,48,708,C,64,monthly,367,321875,183170,138705,0,0,2838,105,0,0,70,11115,0,0,15,318,318932,41,180332,138600,44465,M,27,27,1,0,0,0,197099,0.747,9624,145,1.955,4374.5
6766,8784,28/4/1998,74352,24,3098,C,1,monthly,559,1395529,724147,671382,92261,0,5624,195,0,0,126,29930,7097,0,15,424,1297449,66,718523,578926,52768,F,42,42,1,0,0,0,1204953,1,12541,167,0.315,92392
6785,8899,25/12/1995,125340,60,2089,C,1,weekly,476,1230206,624606,605600,48269,0,5040,390,0,0,127,23377,3713,0,30,358,1176507,73,619566,556941,19007,M,55,55,1,0,0,0,1204953,1,12541,167,0.315,92392
6790,8919,8/6/1998,76104,24,3171,C,62,monthly,340,165548,96511,69037,1162,0,1609,105,0,0,81,6051,166,0,15,131,162672,45,94902,67770,27476,F,38,36.5,2,0,0,0,145688,0.407,8544,109,1.53,2812.5
6791,8926,23/1/1998,566640,60,9444,C,1,monthly,308,393060,211478,181582,23472,6852,1998,75,0,0,77,24507,3912,1142,15,252,360663,42,209480,151183,29900,F,27,29.5,2,0,0,0,1204953,1,12541,167,0.315,92392
6793,8931,30/1/1997,186300,60,3105,C,63,weekly,395,1532831,779548,753283,15741,0,4364,270,0,0,119,150624,1749,0,30,605,1512456,78,775184,737272,26264,M,52,52,1,1,0,0,86513,0.505,8288,110,4.11,1511
6805,8972,21/12/1996,45024,48,938,C,70,monthly,214,303414,170899,132515,14157,0,1370,30,0,0,39,26250,4719,0,15,347,287857,22,169529,118328,38384,F,42,42,1,0,0,0,285387,0.899,10177,81,7.175,9993
6808,8982,12/10/1994,227880,36,6330,A,64,monthly,382,677019,365366,311653,0,0,3481,165,0,0,83,46467,0,0,15,526,673373,48,361885,311488,53717,F,44,45,2,0,0,0,197099,0.747,9624,145,1.955,4374.5
6810,9006,8/6/1996,186384,48,3883,C,40,weekly,645,2271011,1146008,1125003,86279,0,9359,600,0,0,190,8271,4541,0,30,144,2174773,109,1136649,1038124,20961,M,40,40,1,0,0,0,128118,0.853,9317,97,6.735,6910.5
6816,9017,26/3/1996,100224,48,2088,D,70,monthly,125,88787,60087,28700,0,0,611,0,0,0,18,15100,0,0,0,290,88176,9,59476,28700,31387,F,42,42,1,0,0,0,285387,0.899,10177,81,7.175,9993
6817,9024,4/10/1996,70656,48,1472,C,1,monthly,273,274985,148730,126255,25080,0,2189,75,0,0,53,14785,6270,0,15,189,247641,26,146541,101100,22476,M,47,47,1,0,0,0,1204953,1,12541,167,0.315,92392
6818,9030,12/12/1996,155616,48,3242,C,72,monthly,691,842119,451405,390714,46566,0,6405,270,0,0,172,26333,2587,0,15,394,788878,92,445000,343878,60694,F,28,24,2,0,0,0,226122,0.626,8994,110,4.295,9440
6819,9031,3/5/1997,50112,24,2088,C,47,monthly,108,163817,116217,47600,0,0,638,0,0,0,16,47600,0,0,0,442,163179,9,115579,47600,68352,M,51,51,1,0,0,0,162580,0.728,9538,111,1.655,5744.5
6820,9034,16/12/1993,38148,12,3179,A,1,monthly,171,242717,145221,97496,4697,18230,795,15,0,0,29,30448,4697,9115,15,291,218980,15,144426,74554,47726,F,34,34,1,0,0,0,1204953,1,12541,167,0.315,92392
6821,9037,15/9/1998,321936,48,6707,C,1,monthly,693,751338,406926,344412,61488,0,5076,270,0,0,178,7464,3416,0,15,403,684504,98,401850,282654,62517,F,38,40,2,0,0,0,1204953,1,12541,167,0.315,92392
6824,9052,26/2/1997,71976,24,2999,D,43,after_transaction,546,1341332,713355,627977,163500,0,4768,1400,75,3,133,44000,10800,0,100,277,1171589,70,708587,463002,85376,M,34,34,1,0,0,0,161854,0.763,9425,125,2.1,3988
6836,9093,3/8/1994,189300,60,3155,C,47,monthly,413,521683,273116,248567,11799,0,2828,135,0,0,102,7543,1311,0,15,181,506921,58,270288,236633,24471,M,46,46,1,1,0,0,162580,0.728,9538,111,1.655,5744.5
6841,9104,7/8/1994,172080,48,3585,A,10,monthly,198,477490,267849,209641,0,0,2171,60,0,0,42,31915,0,0,15,407,475259,25,265678,209581,58224,F,42,42,1,0,0,0,92084,0.467,10124,141,0.52,4063
6851,9138,3/6/1997,272220,60,4537,D,26,monthly,320,458014,229797,228217,57114,0,1966,90,0,2,63,12200,9519,0,15,25,398844,30,227831,171013,1595,F,53,53,1,0,0,0,170449,1,10787,131,2.845,6151
6852,9140,10/11/1998,16032,48,334,C,32,monthly,449,431221,230925,200296,92640,616,2280,150,0,0,121,16954,9264,56,15,173,335535,62,228645,106890,30634,F,34,34,1,0,0,0,105058,0.81,9272,118,3.01,4422.5
6855,9153,1/3/1998,52236,36,1451,C,9,monthly,444,283610,160520,123090,50420,0,3174,150,0,0,101,11512,5042,0,30,566,229866,53,157346,72520,37291,M,61,62,2,0,0,0,81344,0.553,8899,149,3.635,2737
6856,9156,1/12/1998,163332,36,4537,C,18,monthly,443,558180,287900,270280,0,0,2899,90,0,0,66,11130,0,0,30,213,555191,37,285001,270190,17636,M,62,62,1,0,0,0,70699,0.653,8968,131,3.075,1825
6857,9159,8/6/1998,69600,48,1450,C,64,monthly,675,785485,428345,357140,123642,4554,6268,270,0,0,218,16000,6869,253,15,368,650751,121,422077,228674,71209,M,30,33,2,0,0,0,197099,0.747,9624,145,1.955,4374.5
6859,9167,7/3/1998,272220,60,4537,C,56,monthly,339,575725,306594,269131,24750,2725,2275,90,0,0,80,11584,4950,545,15,140,545885,44,304319,241566,37465,F,59,59,1,0,0,0,124605,0.46,8772,126,4.79,3006
6861,9179,28/2/1998,215040,60,3584,C,28,monthly,403,571552,304778,266774,0,0,2750,120,0,0,82,5715,0,0,15,250,568682,50,302028,266654,38003,F,39,39,1,0,0,0,72541,0.369,8594,112,1.805,1552.5
6863,9188,28/7/1993,127080,60,2118,A,45,monthly,170,130019,75146,54873,7936,66,741,0,0,0,24,27473,7936,66,0,246,121276,14,74405,46871,20273,M,63,63,1,0,0,0,77917,0.535,8390,132,2.545,2101
6865,9199,11/9/1996,29448,12,2454,B,72,monthly,119,90992,67392,23600,0,0,321,0,0,0,11,13900,0,0,0,189,90671,7,67071,23600,43791,M,52,52,1,0,0,0,226122,0.626,8994,110,4.295,9440
6866,9201,5/2/1998,122472,24,5103,C,69,monthly,465,1406064,716966,689098,148071,0,4833,165,0,0,112,39859,13461,0,15,288,1252995,60,712133,540862,27731,F,38,38,1,0,0,0,42821,0.484,8173,124,7.01,1358
6868,9208,12/10/1998,82128,24,3422,C,29,monthly,506,756181,396672,359509,0,0,5284,180,0,0,121,15,0,0,15,154,750717,61,391388,359329,37168,M,30,30,1,0,0,0,45714,0.556,8843,113,3.2,853
6871,9225,13/4/1997,164256,48,3422,C,11,monthly,468,791868,407643,384225,0,0,3701,150,0,0,98,10615,0,0,15,238,788017,59,403942,384075,23421,M,27,27,2,0,0,0,75637,0.365,9622,154,0.495,3502
6872,9227,29/4/1998,191580,60,3193,C,51,monthly,176,70691,43980,26711,3568,0,631,15,0,0,30,6863,1784,0,15,133,66477,17,43349,23128,17267,F,33,33,1,0,0,0,121947,0.705,8541,131,2.735,3667.5
6875,9235,13/3/1997,83280,48,1735,C,37,monthly,628,689284,365164,324120,0,0,5359,240,0,0,139,9275,0,0,15,186,683685,83,359805,323880,41046,F,58,58,1,1,0,0,114006,0.623,9065,123,4.895,4156.5
6876,9236,21/12/1993,86616,12,7218,A,11,monthly,125,79853,58553,21300,0,0,376,0,0,0,15,11100,0,0,0,177,79477,9,58177,21300,37253,M,38,38,1,0,0,0,75637,0.365,9622,154,0.495,3502
6877,9241,19/6/1997,285240,60,4754,C,74,monthly,267,517329,288595,228734,14380,0,2275,60,0,0,54,43522,3595,0,15,359,500614,30,286320,214294,59863,M,47,47.5,2,0,0,0,323870,1,10673,100,5.07,18564.5
6878,9242,24/1/1997,23184,12,1932,A,57,monthly,315,156688,99593,57095,0,0,2241,75,0,0,58,13975,0,0,15,319,154372,35,97352,57020,44101,F,20,20,1,0,0,0,161954,0.48,8720,116,4.1,3690
6887,9263,8/5/1997,39576,12,3298,A,68,monthly,338,461130,241885,219245,59244,0,2705,105,0,0,75,19451,9874,0,15,169,399076,40,239180,159896,29658,F,35,32,2,0,0,0,228848,0.572,9893,96,4.36,5755
6888,9265,11/7/1994,39576,12,3298,A,1,monthly,522,951663,487780,463883,113916,0,5457,180,0,0,115,18125,9493,0,15,251,832110,59,482323,349787,23901,F,19,19,1,0,0,1,1204953,1,12541,167,0.315,92392
6895,9307,19/9/1994,41904,12,3492,A,68,monthly,603,961097,500149,460948,69810,0,4305,225,0,0,143,15004,4654,0,15,419,886757,76,495844,390913,39205,M,25,25,1,0,0,0,228848,0.572,9893,96,4.36,5755
6903,9337,4/6/1994,52128,24,2172,A,30,monthly,264,428256,243550,184706,0,0,3392,75,2,6,71,15,0,0,15,317,424787,34,240158,184629,58660,F,40,40,1,1,0,0,94812,0.818,9650,100,3.485,2894.5
6908,9353,8/6/1997,188616,24,7859,C,59,monthly,583,491383,274297,217086,30720,0,2619,45,0,0,63,43555,10240,0,15,515,457999,35,271678,186321,56930,M,61,60,2,0,0,0,108871,0.621,8444,106,3.335,2450
6913,9377,29/4/1997,99936,24,4164,C,1,monthly,590,1155783,623478,532305,38612,0,6503,210,0,0,152,48056,2758,0,15,518,1110458,89,616975,493483,91179,F,33,33,1,1,0,0,1204953,1,12541,167,0.315,92392
6919,9403,5/8/1994,120888,36,3358,A,1,weekly,496,892905,472460,420445,38700,0,2578,390,0,0,96,17855,3225,0,30,120,851237,56,469882,381355,52014,F,55,55,1,0,0,0,1204953,1,12541,167,0.315,92392
6921,9422,29/10/1996,86184,12,7182,A,70,monthly,237,693993,368575,325418,321,0,1968,45,0,0,42,60644,107,0,15,216,691659,29,366607,325052,43158,F,59,59,1,1,0,0,285387,0.899,10177,81,7.175,9993
6922,9424,26/8/1997,83628,36,2323,C,54,monthly,239,220219,125723,94496,0,0,767,45,0,0,34,15815,0,0,15,121,219407,24,124956,94451,31228,F,22,22,1,0,0,0,387570,1,9897,140,1.78,18708.5
6923,9433,5/10/1998,44640,24,1860,C,59,monthly,417,453590,245815,207775,0,0,2064,135,0,0,67,16115,0,0,15,161,451391,45,243751,207640,38058,M,42,42,1,0,0,0,108871,0.621,8444,106,3.335,2450
6926,9455,7/2/1998,374760,60,6246,C,73,monthly,461,1203981,624951,579030,30679,77930,3915,165,0,0,112,43815,2789,7793,15,223,1091292,65,621036,470256,45939,M,48,46.5,2,0,0,0,182027,0.564,8746,90,3.52,4394
6929,9472,8/5/1995,36396,12,3033,A,1,weekly,671,1853474,949478,903996,97261,0,5330,570,0,0,158,25349,5119,0,30,178,1750313,98,944148,806165,45481,M,27,27,1,0,0,0,1204953,1,12541,167,0.315,92392
6932,9491,25/6/1998,225504,48,4698,C,7,weekly,686,2106264,1102251,1004013,84672,15696,5824,540,0,0,181,38851,4704,872,30,254,1999532,105,1096427,903105,98237,M,19,19,1,0,0,1,94725,0.634,9920,130,2.535,4567.5
6933,9493,9/9/1995,188688,48,3931,C,64,monthly,160,239224,131402,107822,6803,0,984,15,0,0,22,44822,6803,0,15,185,231422,15,130418,101004,23580,F,34,34,1,0,0,0,197099,0.747,9624,145,1.955,4374.5
6934,9494,9/2/1997,116832,12,9736,A,21,monthly,275,244507,132622,111885,23730,0,982,75,0,0,46,8481,4746,0,15,68,219720,27,131640,88080,20739,F,51,52.5,2,0,0,0,103347,0.67,9104,123,1.785,2326.5
6938,9504,10/3/1997,341280,60,5688,C,9,monthly,406,1050434,559399,491035,0,0,2423,135,0,0,77,27515,0,0,15,128,1047876,55,556976,490900,68367,M,50,50,1,1,0,0,81344,0.553,8899,149,3.635,2737
6940,9510,22/11/1996,228276,36,6341,C,1,monthly,166,143739,98724,45015,0,0,841,15,0,0,20,15015,0,0,15,227,142883,14,97883,45000,53708,M,38,35,2,0,0,0,1204953,1,12541,167,0.315,92392
6942,9513,16/7/1997,18324,12,1527,A,59,monthly,430,644992,338113,306879,91509,0,2034,150,0,0,86,22734,8319,0,15,132,551299,51,336079,215220,31237,F,48,51,2,0,0,0,108871,0.621,8444,106,3.335,2450
6944,9548,15/11/1996,46176,48,962,C,62,monthly,161,145752,92239,53513,9613,0,594,0,0,0,17,20913,9613,0,0,224,135545,12,91645,43900,38725,M,33,33,1,0,0,0,145688,0.407,8544,109,1.53,2812.5
6948,9560,15/3/1998,157068,36,4363,C,1,monthly,245,216634,127634,89000,0,0,2155,0,0,0,21,18400,0,0,0,322,214479,13,125479,89000,38635,F,28,28,1,0,0,0,1204953,1,12541,167,0.315,92392
6949,9583,12/12/1995,104712,24,4363,A,31,weekly,569,1298121,664117,634004,147246,0,3089,330,0,0,108,51981,26772,0,30,256,1147456,70,661028,486428,30115,F,29,25.5,2,0,0,0,51313,0.592,8930,108,3.85,1390
6950,9591,11/4/1995,104712,24,4363,A,74,monthly,691,2288251,1155023,1133228,91212,0,4556,330,0,0,191,13761,4146,0,15,100,2192153,125,1150467,1041686,25947,M,55,55,1,0,0,0,323870,1,10673,100,5.07,18564.5
6955,9627,22/11/1995,244368,48,5091,C,65,after_transaction,488,2571714,1328954,1242760,0,0,4416,1500,0,0,144,45500,0,0,100,304,2565798,114,1324538,1241260,86194,M,29,29,1,0,0,0,114200,0.437,8403,105,5.71,2437.5
6956,9631,9/11/1997,59448,24,2477,C,11,monthly,502,546816,290340,256476,0,0,1841,180,0,0,93,26719,0,0,15,95,544795,65,288499,256296,33870,M,42,42,1,0,0,0,75637,0.365,9622,154,0.495,3502
6959,9633,30/6/1997,59448,24,2477,D,70,monthly,539,1275488,665196,610292,0,0,5369,180,11,6,120,33221,0,0,15,317,1269928,73,659827,610101,54909,M,47,47,1,0,0,0,285387,0.899,10177,81,7.175,9993
6960,9640,11/1/1995,76416,24,3184,A,1,monthly,669,998692,505475,493217,190746,0,3231,270,0,0,153,28005,10597,0,15,110,804445,95,502244,302201,12263,M,62,63.5,2,0,0,0,1204953,1,12541,167,0.315,92392
